filename, 16-20, 21-25, 26-30, 31-35, 36-40, 41-45, 46-50, 51-55, 56-60, 61-70
n007738_0479_01_jpg.rf.a07d99a786f49ce564e1dad8338f7ffd.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n007023_0106_01_jpg.rf.a0ef7362bda0fe1f3fb07bec5ae5fcf8.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n000131_0318_01_jpg.rf.a1041ce1070ffd9d0e09e79166fe9155.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n000274_0043_01_jpg.rf.a14fd2e0e159ec54426d07676229c24f.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n003531_0144_02_jpg.rf.a0d26a308198a980928752a5a21ebb7b.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n006338_0117_01_jpg.rf.a0a46260396be2bbc249b24ddcfa7a40.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n004382_0341_01_jpg.rf.a0c1d3b58d34e16fdcddbe90439f704d.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n002608_0505_01_jpg.rf.a0e886f1ae6733435da8ac8f736f4a4b.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n008218_0008_01_jpg.rf.a0e954e5d9c45ab5035d426116085c15.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n007457_0033_01_jpg.rf.a11012661dca7961be302ca77c073417.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n008048_0083_01_jpg.rf.a17441654ab3719195aa6bd60b9baf54.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n007772_0150_01_jpg.rf.a154abbae66bf92eb2e74ad9207fb305.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n000698_0277_01_jpg.rf.a18ebdd54191847a98bf98677da425c1.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
n008715_0407_01_jpg.rf.a15dcea43da8bcc3dbc54d21a6febead.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n008968_0171_01_jpg.rf.a092fc2370d0b9979c04bc88da374c45.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n009241_0244_01_jpg.rf.a1526ac7aee3609339939046f65cd87b.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n006839_0138_01_jpg.rf.a0d193c175ee412f36c56e9e87d9aa68.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n000834_0010_01_jpg.rf.a0c3fa09f6d6d7c2fe595866b8c1cfad.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n008307_0161_01_jpg.rf.a146228fcb48da80c3d960527668cb75.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n001422_0232_01_jpg.rf.a13fb0099dd8bbf8e379f8f7d62bd99b.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n008815_0452_01_jpg.rf.a0ba817872134f9a1f824998cfcd332c.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
n002083_0391_01_jpg.rf.a0cd337c662b273131ba5f3d9d8866d4.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n008736_0093_01_jpg.rf.a13865b5822cdb9b5c7822dbdf0050db.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
n001666_0416_01_jpg.rf.a18fb104266ae1f4d6f1932ba538b089.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
n006522_0205_01_jpg.rf.a199186f94a7a2af5490c556fca31816.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
n005244_0220_01_jpg.rf.a190e0df164908cbaf283b1a1f24bf89.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n008445_0024_01_jpg.rf.a10c9a257d4727e3909a481f2a31fcb4.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n009186_0172_01_jpg.rf.a199a062be2652d08ec9420afe195e31.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
n001363_0512_01_jpg.rf.a06c6ff5b231866c99861c57b11b2725.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n006893_0020_01_jpg.rf.a1a74d1b5084da34398614a7e063cffe.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n009091_0416_01_jpg.rf.a1a5c9e00604791e7bcb934b623d2527.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n006075_0108_01_jpg.rf.a1a1e6f35dc493fd443d95986b930475.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n007564_0572_01_jpg.rf.a1ae2eee9d8226b634434871d8ecda84.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n007536_0106_01_jpg.rf.a1e71ecacf63ea439bcb90dd3ceee97f.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n002398_0019_01_jpg.rf.a1e2130d5752a470b9c2ee1be2600628.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n006803_0115_01_jpg.rf.a1d2209d89cec90982a31ea1f7ad1e5f.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
n007042_0107_01_jpg.rf.a1b282081f3c7f873a83884913c84b3c.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n009064_0143_01_jpg.rf.a1ec377ff79c0c447fa5561a8c2c80c4.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n007618_0155_01_jpg.rf.a1f88651021e0709dfb2024a636fc598.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
n008516_0038_01_jpg.rf.a1ead2dc9bce63dc615f50c11840a91f.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n005400_0431_01_jpg.rf.a1f86b9a5ab7f76e21c766810e9965e3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
n004062_0226_01_jpg.rf.a20d3c5952842d11875a486a5bd69e53.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n008712_0087_01_jpg.rf.a219438f90bfd1044cb80571965d2ba7.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
n007007_0279_01_jpg.rf.a1ffe40cce617b57c8a4822cdd0cb595.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
n008077_0028_01_jpg.rf.a226d05af39c8a621a16266159de9e42.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n007000_0229_01_jpg.rf.a22008ece54a159e44def8ae65f2f245.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n004252_0350_01_jpg.rf.a22b2fa07460b4c28e78cb609ece0427.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n008387_0079_01_jpg.rf.a226dd4fe0dbda5b45e848867f7e0502.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
n004471_0197_01_jpg.rf.a23fa23115575accd558f74b93a4e1ca.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
n008171_0407_01_jpg.rf.a233604d02580c0c9bc8cfd55ffdebda.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
n003933_0310_01_jpg.rf.a20a92a8ba1b07e584a4dd80a9bccae5.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
n009190_0214_01_jpg.rf.a255245e05bba46801aa45c87a7ebbf4.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
n000412_0270_02_jpg.rf.a261a72fa28fd1cef07ea9a9a22650d4.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n006056_0549_01_jpg.rf.a2757ddc7e3fc5994c56292545711ef4.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n001895_0158_01_jpg.rf.a270f74582d480dcaf3dce99dd25783b.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n005288_0288_01_jpg.rf.a264174b8a8cb217ebadf8f9ec9c3980.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
n007533_0346_01_jpg.rf.a27f932ea865aab15a7e57dc5b1c8802.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n002562_0266_01_jpg.rf.a29b1b18ec4c4b9b547c1c94278e5b89.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
n008896_0190_01_jpg.rf.a2ac50d49f4e1a68b25c253fb5dd7056.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n001786_0263_01_jpg.rf.a2ad7878c9ea1eeeb92f8285ff57b26a.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
n009007_0020_01_jpg.rf.a2a4793176a819a57e36493c634aea25.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
n004792_0457_01_jpg.rf.a2ae7ee6067b39fdb1a3861119e2fd7a.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
n000491_0117_01_jpg.rf.a2bb384a46577ce8024fde558f5b74b2.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n007706_0171_01_jpg.rf.a2af3469c4e48c27ff67afb47b852154.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n007194_0125_01_jpg.rf.a2ba733c78720653ae546ac354d1e93a.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n003410_0186_01_jpg.rf.a2da0fa8eec5a7fe55b5039a6d1847ce.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
n003322_0245_01_jpg.rf.a2c23e22760e4765d0195eb196163fd2.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n007499_0077_01_jpg.rf.a2d92e67ca49fba3dc747ef301b22f63.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
n007530_0154_01_jpg.rf.a2da70b6bea1c293295ba2b05880edca.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n005557_0025_01_jpg.rf.a2f83c663a41879eb93b8aefd15794af.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
n005371_0286_01_jpg.rf.a2ffc0cd6af55e5ed4999706dd29c4bd.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n007363_0181_01_jpg.rf.a2f2946024c206bc849ed41964e4befe.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n007778_0015_01_jpg.rf.a2dbda300c278398b10c9b24ccf39653.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n005107_0168_01_jpg.rf.a310cebde5cea9892bbaac00fda08003.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
n005232_0015_01_jpg.rf.a302288741956843168e396116485a82.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n005572_0204_01_jpg.rf.a312c1d95e94829873ec1085430678d1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
n003278_0370_01_jpg.rf.a32bd16a881b6e94bd110f021e333b31.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n003016_0037_01_jpg.rf.a32ea0b2cddf83995e16e815d10a0a1c.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n004934_0364_01_jpg.rf.a3373f5d14c651a85db1df165cabfec8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
n007048_0140_01_jpg.rf.a34c94a54b499b0f55b9c51b173556b1.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
n004838_0091_01_jpg.rf.a34fddbeb571346afde211a24c47673e.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n008734_0376_01_jpg.rf.a35bba3a0f95b65d4f67105a89d7aa5d.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
n003360_0461_02_jpg.rf.a360e65bbcfad1237fe970043411e839.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
n002286_0101_01_jpg.rf.a363fce665c50be26a90bd1225aa661e.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
n004647_0736_01_jpg.rf.a365324cbecee7e85ed89e389b03346d.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n007627_0576_01_jpg.rf.a3659b5745054a4f1f3e9d56e2ee02fb.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
n007030_0170_01_jpg.rf.a3672ffb3a1fad98aeb377ec1230570f.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
n001286_0120_01_jpg.rf.a3731dfb1c8f12121e9b8a50b4c6434e.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n006205_0378_01_jpg.rf.a36d3a1c664cbb032e93850ab8af59aa.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n001161_0270_01_jpg.rf.a36a92bb2938adb4dd3be38549311b98.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
n005890_0138_01_jpg.rf.a374151cdf16c8c748bae87a3c9ba75f.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
n001253_0426_02_jpg.rf.a38de9ab87a4fd1300b784c866e01202.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
n008103_0444_01_jpg.rf.a375096d41c8036957430f84774ce463.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
n003925_0076_01_jpg.rf.a3b6e6b1a9cef21a59dcc48edcb6a14b.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n003214_0535_01_jpg.rf.a3cc85003626f54a6a8d5b7d7fb0ecf3.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
